NUMERO AGENCIA,RAZON SOCIAL,ESTADO1,TELEFONO,EJECUTIVO,CIUDAD,MUNICIPIO,PROVINCIA,LONGITUD,LATITUD,CALLE,SECTOR,Com.Aplicada,Com.Faltante,Descuento_ISR
176496,TIENDA BARATILLAZO 1 R.S.J,A,0000000000,RD.FNolasco,PEND,N/A,Puerto Plata,,,N/A,N/A,8.11,5.89,10
176497,"MINIMARKET MARY, SOSUA.",A,0000000000,RD.FNolasco,PEND,N/A,Puerto Plata,,,N/A,N/A,8.11,5.89,10
176498,"SUPER TREBOL, SOSUA.",A,0000000000,RD.FNolasco,PEND,N/A,Puerto Plata,,,N/A,N/A,8.11,5.89,10
176499,"CAF MICHELLE, POP.",A,0000000000,RD.FNolasco,PEND,N/A,Puerto Plata,,,N/A,N/A,8.11,5.89,10
176500,"COL FAMILIA, SAN MARCOS.",A,0000000000,RD.FNolasco,PEND,N/A,Puerto Plata,,,N/A,N/A,8.11,5.89,10
176504,C Y C COMERCIAL,A,0000000000,RD.DSantana,PEND,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176509,COLMADO KIKO,A,0000000000,RD.ASAbreu,ANDRES,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176510,COLMADO JEHOVA JIRET,A,0000000000,RD.ASAbreu,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176523,COLMADO YESICA,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176524,COLMADO MORA,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176525,MERCADO GUERRERO 2,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176526,COLMADO SARA,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176528,COLMADO AMAIYA,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176529,COLMADO LA CONFIANZA,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176530,MERCADO GUERRERO 1,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176531,COLMADO LOS CORALES,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176532,COLMADO SANDI,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176533,COLMADO EL BARON,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176535,COL EL SECRE 2,A,0000000000,RD.NCepeda,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176538,BGA DEL CARIBE,A,0000000000,RD.NCepeda,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176542,SUPER COLMADO LA JULIA,A,0000000000,RD.ECollado.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176543,SUPER COLMADO PRENDA,A,0000000000,RD.ASAbreu,BOCA CHICA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176544,"COL. MORDAN ",A,0000000000,RD.NCepeda,VILLA MELLA (SANTO DOMINGO NORTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176546,COL. LAPIZ 2,A,0000000000,RD.DSoto,CRISTO REY (SANTO DOMINGO),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176547,COL. SANTICA,A,0000000000,RD.DSoto,CRISTO REY (SANTO DOMINGO),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176548,BANCA JUAQUINONA,A,0000000000,RD.BRosario,STO DGO ESTE,N/A,Azua,,,N/A,N/A,8.11,5.89,10
176549,COL ESPUMA,A,0000000000,RD.NCepeda,SANTO DOMINGO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176550,DELI MARKET NAICO,A,0000000000,RD.NCepeda,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176551,COLMADO NATASHA,A,0000000000,RD.JUbiera,URBANIZACION QUISQUEYA DEL ESTE,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176552,BODEGA BEBA (CHURCHILL),A,0000000000,RD.ECollado.NCarrasco,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176556,YESSICA,A,0000000000,RD.YTavarez,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176557,YULI,A,0000000000,RD.YTavarez,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176560,BANCA JUANA,A,0000000000,RD.EMontero,VILLA CENTRAL (BARAHONA),N/A,Barahona,,,N/A,N/A,8.11,5.89,10
176561,EDDY 3,A,0000000000,RD.EMontero,VILLA CENTRAL (BARAHONA),N/A,Barahona,,,N/A,N/A,8.11,5.89,10
176562,EDDY CEL2,A,0000000000,RD.EMontero,VILLA CENTRAL (BARAHONA),N/A,Barahona,,,N/A,N/A,8.11,5.89,10
176563,EDDY CEL,A,0000000000,RD.EMontero,VILLA CENTRAL (BARAHONA),N/A,Barahona,,,N/A,N/A,8.11,5.89,10
176566,JULITO,A,0000000000,RD.MGarciaJavier.FHidalgo,PERALVILLO,N/A,Monte Plata,,,N/A,N/A,8.11,5.89,10
176567,AMBIORIX,A,0000000000,RD.MGarciaJavier.FHidalgo,PERALVILLO,N/A,Monte Plata,,,N/A,N/A,8.11,5.89,10
176568,COLMADO COME GATO,A,0000000000,RD.MGarciaJavier.FHidalgo,PERALVILLO,N/A,Monte Plata,,,N/A,N/A,8.11,5.89,10
176571,COL. LJK,A,0000000000,RD.WCastilloCredito," SANTO DOMINGO",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176572,COL YOMI,A,0000000000,RD.WCastilloCredito," SANTO DOMINGO",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176573,COL BOMBAZO,A,0000000000,RD.WCastilloCredito," SANTO DOMINGO",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176574,''COL LA ROCA'',A,0000000000,RD.WCastilloCredito," SANTO DOMINGO",N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176576,NOVEDADES Y PAPELERIA O&S,A,0000000000,RD.Slayni Decamps,VILLA LIBERACIÓN (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176598,COL. CHILY2,A,0000000000,RD.EJoseMontero,BATEY CENTRAL,N/A,Barahona,,,N/A,N/A,8.11,5.89,10
176599,BODEGA RIGOBERTO,A,0000000000,RD.FSuazo,SDE,N/A,Azua,,,N/A,N/A,8.11,5.89,10
176600,COLMADO L & L,A,0000000000,RD.CPujols,MADRE VIEJA NORTE ( SAN CRSITOBAL),N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
176601,COLMADO DELIA MARKET,A,0000000000,RD.CPujols,PEND,N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
176603,COLMADO RESBALON,A,0000000000,RD.CPujols,MADRE VIEJA NORTE ( SAN CRSITOBAL),N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
176607,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176608,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176609,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176610,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176611,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176612,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176613,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176614,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176615,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176616,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176617,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176618,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176619,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176620,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176621,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176622,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176623,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176624,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176625,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176626,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176627,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176628,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176629,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176630,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176631,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176632,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176633,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176634,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176635,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176636,Plug&Play 0162,A,0000000000,RD.SM.GRodriguez,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176637,Plug&Play 0162,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176638,Plug&Play 0162,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176639,LEO MON CASH,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176640,Plug&Play 0162,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176641,CAROLINA SMARTPHONE,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176642,Plug&Play 0162,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176643,Plug&Play 0162,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176644,Plug&Play 0162,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176645,Plug&Play 0162,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176646,Plug&Play 0162,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176647,MINI MARKET DE LA CRUZ 2,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176648,COLMADO BATISTA,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176649,MULTISERVICIOS WILMANE 3,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176650,COLMADO WALIN 2,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176651,MERCADITO DAVID,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176652,CAFETERIA LA BENDICION,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176653,COLMADO EL VACILON,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176654,D’ ARLENY CAFETERIA,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176655,COLMADO YESSENIA,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176656,MULTISERVICIOS RAUL,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176657,CAFETERIA F&K,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176658,COLMADO NERCI,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176659,MINIMARKET REY,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176660,COLMADO BAO 1,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176661,K’ CHULO MINIMARKET,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176662,MINIMARKET LA FAMILIA,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176663,COLMADO RUBI,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176664,SISO HD BARBER SHOP Y VAPE,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176665,COLMADO BAO 2,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176666,COLMADO CASA MATOS,A,0000000000,RD.SM.RCastillo,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176667,COLMADO TG,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176668,COMERCIAL PAN BOY,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176669,COLMADO DIOS ES GRANDE,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176670,COLMADO JOSE ALBERTO,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176671,COLMADO DE EVA,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176672,COLMADO Y CAFETERIA OBI,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176673,COLMADO EL ENCANTO,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176674,COLMADO KAMILA,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176675,COLMADO DIOS Y HOMBRE,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176676,COLMADO EL FINAL,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176677,COLMADO M&A 2,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176678,COLMADO MANZANO,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176679,COLMADO BELINA,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176680," COLMADO SANTANA",A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176681,COLMADO DE DIOS,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176682,COLMADO CHIMBALA,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176683,COLMADO K&D,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176684,COLMADO URBANO,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176685,COLMADO ALMONTE,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176686,COLMADO AZULITO,A,0000000000,RD.SM.JTaveras,PEND,N/A,La Altagracia,,,N/A,N/A,8.11,5.89,10
176688,"D, ROCIO DELI MARKET",A,0000000000,RD.FSuazo,SANTO DOMINGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176690,CESAR A. MONTERO,A,0000000000,RD.ATineo,ALMA ROSA 1ERA STO DGO ESTE,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176700,COL ESCARLETT,A,0000000000,RD.Elico.SMoreta,(SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176701,ARAUJO 1,A,0000000000,RD.JAraujoJ,VILLA FUNDACION,N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
176702,ARAUJO 2,A,0000000000,RD.JAraujoJ,VILLA FUNDACION,N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
176703,ARAUJO 3,A,0000000000,RD.JAraujoJ,VILLA FUNDACION,N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
176704,ARAUJO 4,A,0000000000,RD.JAraujoJ,VILLA FUNDACION,N/A,San Cristóbal,,,N/A,N/A,8.11,5.89,10
176736,MIGUEL 1,A,0000000000,RD.Recarplus.YPEGROUP,SAN LUIS (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176737,COLMADO BIMBO,A,0000000000,RD.Recarplus.MCRecargas,SANTO DOMINGO (84),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176738,HERMANO SANTANA,A,0000000000,RD.Recarplus.MCRecargas,SAN LUIS (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176739,MIGUEL 4,A,0000000000,RD.Recarplus.MCRecargas,SAN LUIS (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176740,ROMEIDY JIMANI,A,0000000000,RD.Recarplus.MCRecargas,SAN LUIS (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176741,COLMADO LILI,A,0000000000,RD.Recarplus.MCRecargas,SAN LUIS (SANTO DOMINGO ESTE),N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176742,COLMADO CHAPARRITA,A,0000000000,RD.WCaraballo,VISTA CATALINA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176743,CHIVITO CELL,A,0000000000,RD.BRosario,STO DGO ESTE,N/A,Azua,,,N/A,N/A,8.11,5.89,10
176746,FOTO CARELA,A,0000000000,RD.SVicioso,VILLA HERMOSA (LA ROMANA),N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176771,COL. OLIVER,A,0000000000,RD.TGuzman,SANTO DOMINGO,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176785,BODEGA TEJEDA,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176786,COLMADO CRISSA,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176787,COLMADO DADAN # 4,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176788,COLMADO DADAN  #  5,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176789,COLMADO SELINA,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176790,COLMADO MARTINA  ( BAYAHIBE ),A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176791,COLMADO LASER,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176792,BODEGA LOS POLLITOS,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176793,FARMAWIL EL TAMARINDO,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176794,COLMADO STARLING  #  4 ( BENERITO ),A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176795,COLMADO EL OCOEÑO. #  2,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176797,COLMADO ARIEL EL TALIBAN,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176798,COLMADO YUMALAY ( BENERITO ),A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176799,BODEGA LA CHANGA,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176800,COLMADO YARY ( BENERITO ),A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176801,COLMADO KARINA,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176802,COLMADO EL OCOEÑO  #  1,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176803,COLMADO PAPO,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176804,COLMADO ANKEY,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176805,COLMADO LA COSTUMBRE. # 1,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176806,COLMADO LA PEQUEÑA LULU,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176807,COLMADO LA GRAN PARADA,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176808,COLMADO LA FAMILIA ( ROMANA ),A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176810,COLMADO NORKELY,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176811,COLMADO NICOLAS,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176812,COLMADO EL TRES Y MEDIO,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176814,COLMADO FERNANDO,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176815,BANCA RAMONA,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176816,COLMADO MARTINEZ,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176818,COLMADO CHARITO,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176820,COLMADO GLORIZA,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176821,COLMADO EL TIO  #  1,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176823,COLMADO EL TIO MARCIAL,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176824,COLMADO ALEXANDER,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176826,BODEGA GONZALEZ  #  1 ( HIGUEY ),A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176828,COLMADO LAS TRES T,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176830,COLMADO MARIÑEZ,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176831,COLMADO ERIK,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176832,COLMADO MARIÑEZ,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176833,COLMADO MI PROPIO ESFUERZO  #  1,A,0000000000,RD.JMariñez,LA ROMANA,N/A,La Romana,,,N/A,N/A,8.11,5.89,10
176834,FANTASÍA PERLA,A,0000000000,RD.LColmenarez.BancasHarold,SANTO DOMINGO,N/A,Peravia,,,N/A,N/A,8.11,5.89,10
176835,SUPER COLMADO EL REGRESO,A,0000000000,RD.ASAbreu,ZONA ORIENTAL,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176836,BODEGA LA ZONA,A,0000000000,RD.Elico.KHolguin,ENSANCHE QUISQUEYA (SANTO DOMINGO),N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
176839,COLMADO BONILLA ANDRES,A,0000000000,RD.ASAbreu,BOCACHICA,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176841," D' JELYS VARIEDADES",A,0000000000,RD.ASAbreu,ZO,N/A,Santo Domingo,,,N/A,N/A,8.11,5.89,10
176842,LUISA GUABA ¨PERLA¨,A,0000000000,RD.ASAbreu,ANDRES BOCACHICA,N/A,Distrito Nacional,,,N/A,N/A,8.11,5.89,10
